Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 19-20,13/11/2019,13:30,League,ICG Women's South Eastern Tier 2,Kent Women's 1,3,2,St George's Women's 1,Kent Women's 1,,,"Parkwood Astro, Parkwood, University of Kent, Canterbury, CT2 7SR
 Provider: BUCS Hockey 19-20",Women's,South Eastern,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,13:30,League,ICG Women's Northern Tier 3 ,UCLan Women's 1,7,2,Salford Women's 1,UCLan Women's 1,,,"UCLan Sports Arena
Tom Benson Way
Preston
PR2 1SG Provider: BUCS Hockey 19-20",Women's,Northern,Season,5,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,13:30,League,Men's Scottish Tier 1,Abertay Men's 1,2,3,Heriot-Watt Men's 1,Heriot-Watt Men's 1,,,"DISC
Mains Loan, Dundee, DD4 7AA Provider: BUCS Hockey 19-20",Men's,Scottish,Tier 1,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's South Eastern Tier 4,Greenwich Men's 1,6,3,Canterbury CC Men's 2,Greenwich Men's 1,,,University of Greenwich Provider: BUCS Hockey 19-20,Men's,South Eastern,Season,3,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's Midlands Tier 4,Harper Adams Women's 2,0,3,Derby Women's 1,Derby Women's 1,,,Harper Adams University Provider: BUCS Hockey 19-20,Women's,Midlands,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern  Tier 5,Hertfordshire Women's 2,0,0,Imperial Women's 5 (Medics),Imperial Women's 5 (Medics),AwayWalkover,Unable to field a team,Hertfordshire Sports Village Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,0,0,Hertfordshire Women's 2,1,1,0,1,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern  Tier 5,Roehampton Women's 1,0,6,Sussex Women's 2,Sussex Women's 2,,,Bank of England Sports CentrePriory LaneSW15 5JQ Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern  Tier 5,Royal Veterinary College Women's 3,4,0,Imperial Women's 6,Royal Veterinary College Women's 3,,,Furzefield Centre Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's Scottish Tier 5,Dundee Women's 4,1,13,Aberdeen Women's 4,Aberdeen Women's 4,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: BUCS Hockey 19-20",Women's,Scottish,Season,12,14,,1,1,0,0,0,1,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's South Eastern Tier 1,Canterbury CC Men's 1,1,3,Surrey Men's 1,Surrey Men's 1,,,Polo Farm Sports Club Provider: BUCS Hockey 19-20,Men's,South Eastern,Tier 1,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's Midlands Tier 2,Coventry Men's 1,1,4,Oxford Brookes Men's 2,Oxford Brookes Men's 2,,,"Sandbased Hockey Pitch - Westwood Heath Playing Fields, Westwood Heath Road, CV4 8GP Provider: BUCS Hockey 19-20",Men's,Midlands,Tier 2,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's Midlands Tier 3,De Montfort Men's 1,1,10,Oxford Men's 3,Oxford Men's 3,,,St Margaret’s Hockey Pitches (Sand Based) Provider: BUCS Hockey 19-20,Men's,Midlands,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's Western Tier 4,UWE Men's 3,1,1,Bristol Men's 6,,Draw,,"Centre for Sport, University of the West of England, Coldharbour Lane, BS16 1QY Provider: BUCS Hockey 19-20",Men's,Western,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's Northern Tier 5,Sheffield Men's 4,3,2,Leeds Men's 6,Sheffield Men's 4,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: BUCS Hockey 19-20",Men's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's Northern Tier 5,Wrexham Glyndwr Men's 1,13,0,Manchester Men's 5,Wrexham Glyndwr Men's 1,,,"Wrexham Glyndwr University WATP, Mold Road, Wrexham , North Wales, LL11 2AW Provider: BUCS Hockey 19-20",Men's,Northern,Season,13,13,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's South Eastern Tier 5,King's College Men's 5 (GKT),2,5,UCL Men's 5,UCL Men's 5,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: BUCS Hockey 19-20",Men's,South Eastern,Season,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's Midlands Tier 3,Birmingham City Women's 1,7,0,Aston Women's 1,Birmingham City Women's 1,,,"Doug Ellis Sports Centre,  AWP, Wellhead Lane, Perry Barr, Birmingham, B42 2SY Provider: BUCS Hockey 19-20",Women's,Midlands,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's Midlands Tier 4,Worcester Women's 2,5,0,Staffordshire Women's 1,Worcester Women's 2,,,"Stourport Sports Club, Kingsway, Stourport-on-Severn, Worcestershire, DY13 8BQ Provider: BUCS Hockey 19-20",Women's,Midlands,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's Northern Tier 4,Manchester Met Women's 2,0,0,Lancaster Women's 2,Manchester Met Women's 2,HomeWalkover,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: BUCS Hockey 19-20",Women's,Northern,Season,0,0,Lancaster Women's 2,1,1,0,1,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern Tier 4,Bucks New Women's 1,2,3,King's College Women's 4,King's College Women's 4,,,"Bisham Abbey National Sports Centre,	Bisham Village, SL7 1RR Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern  Tier 5,Brunel Women's 2,0,2,UCL Women's 5 (RUMS),UCL Women's 5 (RUMS),,,"Multi-Use, Sports Park, Brunel University, Kingston Lane, Uxbridge, UB8 3PH Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,13/11/2019,14:00,League,ICG Women's South Eastern  Tier 5,King's College Women's 7,12,0,Kent Women's 4,King's College Women's 7,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,12,12,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,13/11/2019,14:00,League,Men's South Eastern Tier 2,LSE Men's 1,0,3,UCL Men's 1,UCL Men's 1,,,"Lee Valley Hockey and Tennis Center,  Eton Manor, Queen Elizabeth Olympic Park, Leadmill Lane, London E20 3AD  Provider: BUCS Hockey 19-20",Men's,South Eastern,Tier 2,3,3,,1,1,0,0,0,0,1,0
